SetNo,GameNo,PointNumber,ServerGamesWon,ReceiverGamesWon,ServerScore,ReceiverScore,ServerPointsWon,ReceiverPointsWon,ServerMomentum,ReceiverMomentum,ServerSetsWon,ReceiverSetsWon,GameDiff,SetDiff,PointDiff,MomentumDiff,IsBreakPoint,SetPressure,IsSecondServe,ServerWon
1,6,38,0,5,4,3,12,25,6,45,0,0,-5,0,-13,-39,0,1,0,0
1,9,61,3,5,2,1,29,31,18,48,0,0,-2,0,-2,-30,0,1,0,1
2,8,117,4,3,0,1,60,56,82,48,1,0,1,1,4,34,0,2,1,1
2,11,132,5,5,2,1,62,69,54,91,0,1,0,-1,-7,-37,0,1,1,1
1,5,31,3,1,1,3,16,14,25,7,0,0,2,0,2,18,1,3,1,1
1,1,4,0,0,1,2,1,2,2,4,0,0,0,0,-1,-2,0,6,1,0
1,12,78,5,6,0,0,38,39,58,63,0,0,-1,0,-1,-5,0,0,1,0
3,10,220,5,4,2,2,111,108,178,142,2,0,1,2,3,36,0,1,0,0
5,6,308,1,4,0,0,156,151,243,220,2,2,-3,0,5,23,0,2,0,1
3,6,149,1,4,0,0,78,70,116,67,2,0,-3,2,8,49,0,2,0,1
3,8,159,3,4,3,3,76,82,81,114,1,1,-1,0,-6,-33,0,2,0,1
3,6,175,2,3,2,2,81,93,88,156,0,2,-1,-2,-12,-68,0,3,1,1
1,4,27,1,2,3,1,13,13,24,23,0,0,-1,0,0,1,0,4,0,1
2,1,81,0,0,1,0,40,40,70,55,1,0,0,1,0,15,0,6,0,0
5,2,286,0,1,0,1,145,140,229,187,2,2,-1,0,5,42,0,5,1,1
3,4,146,0,3,3,1,73,72,83,105,1,1,-3,0,1,-22,0,3,1,1
3,6,147,3,2,1,0,79,67,130,82,1,1,1,0,12,48,0,3,1,1
2,4,83,1,2,0,1,36,46,31,87,0,1,-1,-1,-10,-56,0,4,0,1
1,7,44,2,4,1,2,18,25,9,30,0,0,-2,0,-7,-21,0,2,0,0
4,10,251,4,5,2,0,123,127,169,187,1,2,-1,-1,-4,-18,0,1,1,1
2,6,98,2,3,4,3,51,46,90,57,1,0,-1,1,5,33,0,3,1,1
1,7,47,4,2,0,0,26,20,45,21,0,0,2,0,6,24,0,2,0,0
2,7,123,4,2,3,3,58,64,98,108,0,1,2,-1,-6,-10,0,2,1,0
2,1,87,0,0,3,2,47,39,86,48,1,0,0,1,8,38,0,6,1,1
5,13,306,6,6,0,0,156,149,186,162,2,2,0,0,7,24,0,0,1,1
1,7,49,3,3,4,3,26,22,29,30,0,0,0,0,4,-1,0,3,0,0
2,11,112,5,5,2,1,60,51,110,54,1,0,0,1,9,56,0,1,0,1
3,9,173,4,4,2,0,96,76,210,99,2,0,0,2,20,111,0,2,0,1
5,11,290,5,5,2,2,143,146,209,235,2,2,0,0,-3,-26,0,1,0,1
1,7,53,4,2,1,0,29,23,39,16,0,0,2,0,6,23,0,2,1,0
2,8,114,2,5,1,2,55,58,75,77,1,0,-3,1,-3,-2,0,1,1,1
3,4,153,0,3,0,0,65,87,32,146,0,2,-3,-2,-22,-114,0,3,0,1
3,3,161,1,1,3,3,81,79,90,73,1,1,0,0,2,17,0,5,1,1
1,12,71,5,6,0,1,34,36,48,45,0,0,-1,0,-2,3,0,0,0,1
2,5,89,2,2,3,4,39,49,27,75,0,1,0,-1,-10,-48,1,4,0,0
3,2,132,0,1,3,4,65,66,84,70,1,1,-1,0,-1,14,1,5,0,1
3,4,137,1,2,1,2,67,69,83,94,1,1,-1,0,-2,-11,0,4,0,1
1,9,44,4,4,0,0,23,20,34,36,0,0,0,0,3,-2,0,2,1,1
1,9,54,3,5,1,0,23,30,21,54,0,0,-2,0,-7,-33,0,1,0,1
2,7,85,4,2,2,2,38,46,54,82,0,1,2,-1,-8,-28,0,2,1,1
3,3,128,2,0,2,2,68,59,91,37,1,1,2,0,9,54,0,4,1,1
2,1,45,0,0,2,1,18,26,6,43,0,1,0,-1,-8,-37,0,6,0,0
2,7,84,5,1,0,0,56,27,111,14,1,0,4,1,29,97,0,1,0,0
2,11,172,5,5,2,3,83,88,105,143,0,1,0,-1,-5,-38,1,1,0,1
2,5,82,1,3,0,1,32,49,32,105,0,1,-2,-1,-17,-73,0,3,1,1
1,3,24,1,1,3,4,10,13,18,22,0,0,0,0,-3,-4,1,5,0,1
1,5,27,2,2,0,0,13,13,26,25,0,0,0,0,0,1,0,4,1,0
2,10,114,4,5,2,0,57,56,98,67,1,0,-1,1,1,31,0,1,1,1
1,6,29,3,2,1,0,16,12,23,17,0,0,1,0,4,6,0,3,1,0
3,1,102,0,0,1,0,54,47,84,55,1,1,0,0,7,29,0,6,1,1
3,10,215,5,4,1,2,103,111,131,145,1,1,1,0,-8,-14,0,1,1,0
5,7,251,3,3,2,1,122,128,137,179,2,2,0,0,-6,-42,0,3,1,1
1,9,48,4,4,2,1,23,24,34,39,0,0,0,0,-1,-5,0,2,1,0
2,8,110,5,2,1,3,56,53,55,52,0,1,3,-1,3,3,1,1,0,1
3,4,140,1,2,3,1,81,58,147,19,2,0,-1,2,23,128,0,4,1,1
4,7,248,3,3,4,3,126,121,197,189,2,1,0,1,5,8,0,3,1,0
3,4,203,2,1,1,0,103,99,122,106,1,1,1,0,4,16,0,4,1,1
2,10,109,5,4,3,2,51,57,64,104,0,1,1,-1,-6,-40,0,1,0,0
1,4,16,0,3,1,0,3,12,4,24,0,0,-3,0,-9,-20,0,3,1,0
2,3,80,1,1,2,0,43,36,79,56,1,0,0,1,7,23,0,5,0,0
3,7,136,3,3,0,0,69,66,81,79,1,1,0,0,3,2,0,3,0,1
1,8,43,3,4,2,1,18,24,23,33,0,0,-1,0,-6,-10,0,2,0,1
1,1,9,0,0,3,3,4,4,7,5,0,0,0,0,0,2,0,6,0,1
1,1,7,0,0,3,3,3,3,3,6,0,0,0,0,0,-3,0,6,0,1
3,6,119,3,2,0,1,71,47,141,44,2,0,1,2,24,97,0,3,0,0
3,11,160,5,5,0,1,67,92,42,167,0,2,0,-2,-25,-125,0,1,0,0
1,7,41,2,4,0,0,18,22,4,30,0,0,-2,0,-4,-26,0,2,0,0
1,8,41,3,4,3,2,19,21,23,26,0,0,-1,0,-2,-3,0,2,0,1
2,3,77,0,2,3,1,31,45,6,67,0,1,-2,-1,-14,-61,0,4,1,1
4,5,222,3,1,1,0,117,104,175,117,1,2,2,-1,13,58,0,3,0,1
5,2,277,0,1,1,1,145,131,244,193,2,2,-1,0,14,51,0,5,0,1
2,8,93,4,3,0,0,50,42,90,43,1,0,1,1,8,47,0,2,1,1
3,7,159,4,2,4,3,87,71,152,52,2,0,2,2,16,100,0,2,1,1
2,4,100,2,1,3,0,54,45,80,32,1,0,1,1,9,48,0,4,1,0
2,5,88,2,2,3,3,47,40,78,42,1,0,0,1,7,36,0,4,0,0
2,4,115,1,2,3,2,54,60,49,81,0,1,-1,-1,-6,-32,0,4,0,0
1,2,6,0,1,0,0,1,4,1,11,0,0,-1,0,-3,-10,0,5,1,0
3,13,227,6,6,3,6,117,109,100,66,1,1,0,0,8,34,1,0,1,1
4,3,183,0,2,2,1,83,99,113,166,1,2,-2,-1,-16,-53,0,4,0,0
3,2,137,0,1,0,0,74,62,131,57,2,0,-1,2,12,74,0,5,1,1
4,3,212,1,1,0,1,110,101,162,113,2,1,0,1,9,49,0,5,0,1
1,13,83,6,6,1,0,40,42,51,54,0,0,0,0,-2,-3,0,0,1,1
2,11,104,5,5,1,1,44,59,34,85,0,1,0,-1,-15,-51,0,1,0,0
2,3,88,1,1,0,0,47,40,76,26,1,0,0,1,7,50,0,5,0,1
1,3,19,2,0,3,2,12,6,21,3,0,0,2,0,6,18,0,4,1,0
2,7,83,3,3,0,0,36,46,35,80,0,1,0,-1,-10,-45,0,3,1,0
1,8,51,3,4,2,1,26,24,28,18,0,0,-1,0,2,10,0,2,0,1
2,13,134,6,6,4,6,61,72,66,129,0,1,0,-1,-11,-63,1,0,1,1
1,2,9,0,1,1,1,3,5,3,9,0,0,-1,0,-2,-6,0,5,0,0
2,4,62,0,3,0,1,32,29,51,31,1,0,-3,1,3,20,0,3,1,1
2,1,44,0,0,2,3,14,29,1,60,0,1,0,-1,-15,-59,1,6,1,1
3,4,144,1,2,0,0,68,75,121,171,0,2,-1,-2,-7,-50,0,4,0,1
1,6,31,3,2,1,0,17,13,26,8,0,0,1,0,4,18,0,3,0,0
3,8,216,2,5,3,0,103,112,153,171,2,0,-3,2,-9,-18,0,1,1,1
5,3,251,1,1,3,1,124,126,163,156,2,2,0,0,-2,7,0,5,0,1
4,6,238,2,3,2,3,123,114,169,117,2,1,-1,1,9,52,1,3,1,1
1,1,5,0,0,2,2,2,2,2,3,0,0,0,0,0,-1,0,6,1,1
1,3,19,1,1,3,1,10,8,19,12,0,0,0,0,2,7,0,5,0,1
2,2,69,1,0,1,3,27,41,17,77,0,1,1,-1,-14,-60,1,5,0,1
2,6,113,4,1,0,0,61,51,88,29,1,0,3,1,10,59,0,2,0,1
2,2,53,0,1,1,0,32,20,64,8,1,0,-1,1,12,56,0,5,1,0
4,8,264,4,3,1,2,133,130,143,112,1,2,1,-1,3,31,0,2,0,0
3,2,124,1,0,1,0,70,53,145,57,2,0,1,2,17,88,0,5,1,1
2,6,98,0,5,3,2,40,57,7,88,0,1,-5,-1,-17,-81,0,1,1,0
1,8,49,4,3,3,1,26,22,35,19,0,0,1,0,4,16,0,2,1,1
2,1,58,3,6,0,0,23,34,21,55,0,1,-3,-1,-11,-34,0,0,1,1
1,5,37,2,2,4,3,18,18,33,35,0,0,0,0,0,-2,0,4,1,1
1,9,71,4,4,3,1,36,34,32,24,0,0,0,0,2,8,0,2,0,1
1,2,10,0,1,1,2,3,6,2,15,0,0,-1,0,-3,-13,0,5,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
2,1,76,0,0,2,3,40,35,38,22,1,0,0,1,5,16,1,6,1,1
4,2,192,0,1,3,1,97,94,146,125,2,1,-1,1,3,21,0,5,0,1
1,2,15,0,1,0,0,6,8,10,15,0,0,-1,0,-2,-5,0,5,0,0
3,7,133,4,2,0,0,56,76,75,160,0,2,2,-2,-20,-85,0,2,1,0
2,4,81,1,2,2,1,34,46,41,94,0,1,-1,-1,-12,-53,0,4,0,1
3,3,142,1,1,3,1,65,76,69,141,0,2,0,-2,-11,-72,0,5,0,1
2,4,118,1,2,3,3,59,58,35,27,1,0,-1,1,1,8,0,4,0,1
1,2,14,0,1,1,2,5,8,2,17,0,0,-1,0,-3,-15,0,5,0,0
1,4,20,1,2,2,1,9,10,14,18,0,0,-1,0,-1,-4,0,4,1,1
2,11,116,5,5,1,1,54,61,59,95,0,1,0,-1,-7,-36,0,1,1,0
4,1,211,0,0,2,2,99,111,103,159,1,2,0,-1,-12,-56,0,6,0,1
1,9,52,4,4,1,0,27,24,43,33,0,0,0,0,3,10,0,2,0,1
1,9,50,5,3,1,0,27,22,42,17,0,0,2,0,5,25,0,1,1,0
2,6,145,5,0,2,2,78,66,109,56,0,1,5,-1,12,53,0,1,1,0
1,4,28,0,3,1,2,10,17,14,41,0,0,-3,0,-7,-27,0,3,0,0
2,3,73,1,1,1,1,31,41,38,81,0,1,0,-1,-10,-43,0,5,1,0
2,1,70,0,0,1,1,32,37,35,73,0,1,0,-1,-5,-38,0,6,0,1
1,9,62,5,3,3,3,35,26,63,24,0,0,2,0,9,39,0,1,0,0
4,12,271,6,5,0,0,130,140,129,186,1,2,1,-1,-10,-57,0,0,1,0
1,6,27,2,3,0,0,11,15,19,30,0,0,-1,0,-4,-11,0,3,1,1
2,4,70,2,1,3,1,44,25,90,2,1,0,1,1,19,88,0,4,0,1
3,7,155,2,4,2,0,72,82,84,125,1,1,-2,0,-10,-41,0,2,0,1
2,7,109,3,3,2,0,51,57,34,64,0,1,0,-1,-6,-30,0,3,0,1
2,2,66,0,1,0,0,33,32,47,35,1,0,-1,1,1,12,0,5,0,0
2,4,74,1,2,2,1,43,30,60,13,1,0,-1,1,13,47,0,4,1,1
1,2,6,0,1,1,0,1,4,3,9,0,0,-1,0,-3,-6,0,5,0,0
3,13,235,6,6,4,1,121,113,185,164,1,1,0,0,8,21,0,0,0,0
2,9,132,4,4,3,2,71,60,79,51,1,0,0,1,11,28,0,2,1,1
2,3,57,0,2,0,0,18,38,1,70,0,1,-2,-1,-20,-69,0,4,1,0
2,6,104,4,1,1,0,61,42,110,15,1,0,3,1,19,95,0,2,0,1
1,6,38,2,3,3,3,17,20,21,29,0,0,-1,0,-3,-8,0,3,0,1
2,8,90,2,5,2,1,48,41,85,62,1,0,-3,1,7,23,0,1,0,0
2,7,81,3,3,1,3,45,35,89,40,1,0,0,1,10,49,1,3,0,0
4,1,202,0,0,1,0,98,103,135,176,1,2,0,-1,-5,-41,0,6,1,0
2,1,64,0,0,3,2,31,32,35,54,0,1,0,-1,-1,-19,0,6,1,1
2,1,91,0,0,2,2,46,44,83,65,1,0,0,1,2,18,0,6,1,1
1,8,45,4,3,2,2,23,21,31,13,0,0,1,0,2,18,0,2,0,1
2,1,66,0,0,0,2,29,36,17,58,0,1,0,-1,-7,-41,0,6,1,1
1,8,43,3,4,1,0,19,23,16,28,0,0,-1,0,-4,-12,0,2,1,1
2,7,105,3,3,1,1,49,55,75,105,0,1,0,-1,-6,-30,0,3,0,0
1,5,31,2,2,1,1,16,14,26,22,0,0,0,0,2,4,0,4,1,0
1,7,35,2,4,4,3,15,19,19,48,0,0,-2,0,-4,-29,0,2,0,1
1,13,70,6,6,1,3,35,34,51,55,0,0,0,0,1,-4,1,0,0,1
2,6,126,4,1,2,2,66,59,108,89,0,1,3,-1,7,19,0,2,0,1
3,6,192,3,2,1,1,95,96,137,133,1,1,1,0,-1,4,0,3,0,0
1,7,40,3,3,1,0,20,19,20,22,0,0,0,0,1,-2,0,3,0,0
1,6,37,2,3,2,1,17,19,12,17,0,0,-1,0,-2,-5,0,3,1,1
3,1,173,0,0,2,3,94,78,166,111,2,0,0,2,16,55,1,6,1,0
1,8,57,4,3,2,2,29,27,41,35,0,0,1,0,2,6,0,2,0,1
1,2,13,0,1,3,1,6,6,4,9,0,0,-1,0,0,-5,0,5,0,1
1,5,26,1,3,0,0,10,15,1,29,0,0,-2,0,-5,-28,0,3,0,0
3,1,115,0,0,2,2,52,62,64,94,1,1,0,0,-10,-30,0,6,1,0
3,4,156,1,2,0,1,79,76,126,96,2,0,-1,2,3,30,0,4,0,0
5,4,293,2,1,3,2,146,146,225,218,2,2,1,0,0,7,0,4,1,1
4,7,259,3,3,2,2,128,130,116,135,2,1,0,1,-2,-19,0,3,1,0
2,3,73,0,2,0,1,30,42,26,71,0,1,-2,-1,-12,-45,0,4,0,0
2,4,102,0,3,2,2,48,53,56,59,1,0,-3,1,-5,-3,0,3,1,1
3,5,140,2,2,2,0,82,57,153,23,2,0,0,2,25,130,0,4,0,0
3,8,168,3,4,1,2,83,84,111,96,1,1,-1,0,-1,15,0,2,0,0
2,7,80,3,3,3,2,29,50,30,96,0,1,0,-1,-21,-66,0,3,0,0
1,5,32,3,1,0,0,19,12,39,9,0,0,2,0,7,30,0,3,0,1
2,9,91,4,4,2,0,39,51,36,101,0,1,0,-1,-12,-65,0,2,0,0
1,1,4,0,0,2,1,2,1,3,3,0,0,0,0,1,0,0,6,0,1
2,8,95,5,2,0,0,42,52,41,44,0,1,3,-1,-10,-3,0,1,0,0
1,3,18,1,1,2,2,9,8,13,15,0,0,0,0,1,-2,0,5,1,1
3,3,187,1,1,3,4,94,92,140,154,0,2,0,-2,2,-14,1,5,1,1
2,1,45,0,0,1,0,30,14,69,1,1,0,0,1,16,68,0,6,1,1
2,1,37,0,0,1,1,11,25,7,66,0,1,0,-1,-14,-59,0,6,1,1
1,13,79,6,6,2,1,41,37,67,54,0,0,0,0,4,13,0,0,0,1
1,1,4,0,0,2,1,2,1,5,1,0,0,0,0,1,4,0,6,1,1
2,5,121,2,2,0,0,62,58,111,91,1,0,0,1,4,20,0,4,1,0
2,7,130,1,5,0,3,54,75,1,101,0,1,-4,-1,-21,-100,1,1,0,1
1,6,32,1,4,2,0,12,19,8,40,0,0,-3,0,-7,-32,0,2,0,1
2,1,83,0,0,1,0,39,43,54,75,0,1,0,-1,-4,-21,0,6,0,1
2,3,68,1,1,3,0,34,33,68,82,0,1,0,-1,1,-14,0,5,1,1
2,1,61,0,0,3,3,35,25,51,8,1,0,0,1,10,43,0,6,1,0
3,7,141,3,3,0,1,58,82,36,133,0,2,0,-2,-24,-97,0,3,0,1
2,3,76,1,1,0,0,40,35,62,30,1,0,0,1,5,32,0,5,0,0
1,7,35,3,3,1,0,18,16,16,12,0,0,0,0,2,4,0,3,0,0
1,2,9,0,1,1,2,2,6,3,11,0,0,-1,0,-4,-8,0,5,1,1
3,1,91,0,0,0,2,45,45,53,68,1,1,0,0,0,-15,0,6,0,1
1,10,55,4,5,3,2,26,28,43,51,0,0,-1,0,-2,-8,0,1,1,0
1,2,9,1,0,0,2,4,4,11,5,0,0,1,0,0,6,0,5,0,0
2,6,84,5,0,0,0,43,40,49,26,0,1,5,-1,3,23,0,1,1,1
3,2,124,1,0,2,1,71,52,144,35,2,0,1,2,19,109,0,5,0,1
3,4,128,1,2,3,2,79,48,167,34,2,0,-1,2,31,133,0,4,0,1
3,7,179,2,4,3,2,86,92,115,139,1,1,-2,0,-6,-24,0,2,0,0
2,12,116,5,6,0,0,60,55,85,53,1,0,-1,1,5,32,0,0,0,0
2,7,87,4,2,0,0,49,37,79,23,1,0,2,1,12,56,0,2,1,0
2,8,117,4,3,2,1,58,58,76,65,0,1,1,-1,0,11,0,2,0,0
1,7,60,3,3,2,0,31,28,38,29,0,0,0,0,3,9,0,3,1,0
1,4,22,1,2,4,3,9,12,12,21,0,0,-1,0,-3,-9,0,4,0,0
1,7,42,4,2,2,0,24,17,32,17,0,0,2,0,7,15,0,2,1,0
3,6,180,3,2,0,0,85,94,94,154,0,2,1,-2,-9,-60,0,3,0,1
1,7,47,2,4,3,1,21,25,20,34,0,0,-2,0,-4,-14,0,2,1,1
1,8,48,5,2,0,0,26,21,47,13,0,0,3,0,5,34,0,1,1,0
1,12,70,6,5,1,0,37,32,60,35,0,0,1,0,5,25,0,0,0,1
2,7,89,4,2,0,1,43,45,77,94,0,1,2,-1,-2,-17,0,2,1,1
2,2,68,1,0,3,2,40,27,66,13,1,0,1,1,13,53,0,5,0,0
4,8,255,2,5,2,1,126,128,228,211,2,1,-3,1,-2,17,0,1,0,1
2,6,101,2,3,2,3,46,54,41,84,0,1,-1,-1,-8,-43,1,3,1,1
3,7,143,3,3,2,0,66,76,81,143,0,2,0,-2,-10,-62,0,3,0,1
3,12,186,5,6,4,3,82,103,80,194,0,2,-1,-2,-21,-114,0,0,0,0
1,6,30,2,3,0,0,13,16,16,24,0,0,-1,0,-3,-8,0,3,0,0
2,1,72,0,0,2,2,39,32,58,34,1,0,0,1,7,24,0,6,1,1
2,3,61,1,1,1,0,39,21,75,16,1,0,0,1,18,59,0,5,0,1
2,11,142,5,5,0,0,65,76,42,98,0,1,0,-1,-11,-56,0,1,0,0
3,5,220,3,1,3,3,107,112,124,142,0,2,2,-2,-5,-18,0,3,0,1
1,4,25,2,1,2,3,13,11,11,3,0,0,1,0,2,8,1,4,1,1
3,13,234,6,6,1,1,110,123,119,206,0,2,0,-2,-13,-87,0,0,1,0
1,7,40,1,5,3,3,13,26,8,43,0,0,-4,0,-13,-35,0,1,0,1
1,11,75,5,5,3,1,37,37,55,59,0,0,0,0,0,-4,0,1,1,1
3,8,160,2,5,3,2,75,84,112,132,1,1,-3,0,-9,-20,0,1,0,0
1,12,78,5,6,0,1,35,42,51,61,0,0,-1,0,-7,-10,0,0,1,1
2,3,66,1,1,0,0,29,36,25,64,0,1,0,-1,-7,-39,0,5,0,1
2,4,84,1,2,2,2,45,38,68,41,1,0,-1,1,7,27,0,4,0,0
3,2,143,1,0,0,0,81,61,119,14,2,0,1,2,20,105,0,5,1,1
1,7,34,1,5,2,2,10,23,7,42,0,0,-4,0,-13,-35,0,1,0,0
2,1,68,0,0,3,2,31,36,26,49,0,1,0,-1,-5,-23,0,6,0,1
1,11,77,5,5,4,3,36,40,41,59,0,0,0,0,-4,-18,0,1,0,0
2,1,104,0,0,2,0,55,48,74,39,1,0,0,1,7,35,0,6,1,1
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1
3,5,153,2,2,3,0,76,76,147,136,1,1,0,0,0,11,0,4,1,1
1,8,46,2,5,0,0,20,25,26,50,0,0,-3,0,-5,-24,0,1,0,0
1,7,35,3,3,0,0,16,18,25,30,0,0,0,0,-2,-5,0,3,0,0
3,10,184,5,4,4,3,97,86,120,69,1,1,1,0,11,51,0,1,0,1
5,8,276,3,4,3,0,138,137,215,198,2,2,-1,0,1,17,0,2,0,1
1,5,39,3,1,4,3,23,15,38,16,0,0,2,0,8,22,0,3,1,1
2,6,86,3,2,3,1,51,34,81,11,1,0,1,1,17,70,0,3,1,0
1,8,51,4,3,2,1,25,25,47,27,0,0,1,0,0,20,0,2,1,0
1,6,28,2,3,0,0,13,14,14,22,0,0,-1,0,-1,-8,0,3,1,1
3,7,185,3,3,0,0,89,95,101,141,0,2,0,-2,-6,-40,0,3,0,0
2,9,120,4,4,0,0,60,59,90,61,1,0,0,1,1,29,0,2,0,1
2,2,93,1,0,1,2,52,40,92,27,1,0,1,1,12,65,0,5,1,0
1,2,9,0,1,1,3,1,7,1,17,0,0,-1,0,-6,-16,1,5,1,1
3,7,162,3,3,3,0,92,69,200,94,2,0,0,2,23,106,0,3,0,1
1,6,25,1,4,0,0,8,16,5,39,0,0,-3,0,-8,-34,0,2,0,1
1,7,35,4,2,0,2,17,17,22,17,0,0,2,0,0,5,0,2,1,0
2,6,101,2,3,2,1,46,54,49,89,0,1,-1,-1,-8,-40,0,3,1,1
3,3,148,1,1,0,2,72,75,85,100,1,1,0,0,-3,-15,0,5,0,1
2,3,65,1,1,1,3,24,40,6,81,0,1,0,-1,-16,-75,1,5,1,0
2,1,66,0,0,1,2,34,31,28,12,1,0,0,1,3,16,0,6,1,0
2,6,62,2,3,0,0,38,23,79,32,1,0,-1,1,15,47,0,3,0,1
1,7,52,3,3,3,3,25,26,22,24,0,0,0,0,-1,-2,0,3,1,0
2,4,81,2,1,3,0,46,34,68,8,1,0,1,1,12,60,0,4,1,1
1,3,14,1,1,2,2,6,7,9,14,0,0,0,0,-1,-5,0,5,0,0
1,6,45,1,4,3,3,19,25,6,29,0,0,-3,0,-6,-23,0,2,1,1
3,7,216,1,5,1,1,107,108,128,150,1,1,-4,0,-1,-22,0,1,0,1
3,1,119,0,0,0,1,60,58,72,68,1,1,0,0,2,4,0,6,0,0
3,2,144,0,1,3,0,73,70,106,99,1,1,-1,0,3,7,0,5,0,1
2,10,126,5,4,1,0,59,66,72,99,0,1,1,-1,-7,-27,0,1,0,1
1,9,60,5,3,0,1,31,28,49,37,0,0,2,0,3,12,0,1,0,0
4,4,226,2,1,0,0,107,118,99,162,1,2,1,-1,-11,-63,0,4,1,1
1,4,30,1,2,2,3,13,16,11,24,0,0,-1,0,-3,-13,1,4,0,1
1,3,14,1,1,0,0,6,7,4,9,0,0,0,0,-1,-5,0,5,0,1
1,2,10,0,1,2,1,4,5,3,8,0,0,-1,0,-1,-5,0,5,1,1
2,1,60,0,0,2,1,27,32,24,50,0,1,0,-1,-5,-26,0,6,1,1
2,8,108,3,4,2,3,57,50,79,48,1,0,-1,1,7,31,1,2,0,0
2,2,78,1,0,4,3,43,34,65,19,1,0,1,1,9,46,0,5,0,0
1,10,51,4,5,3,1,25,25,22,19,0,0,-1,0,0,3,0,1,1,1
4,8,243,4,3,3,0,118,124,143,178,1,2,1,-1,-6,-35,0,2,1,0
2,1,58,0,0,1,2,24,33,19,52,0,1,0,-1,-9,-33,0,6,1,1
1,4,17,2,1,3,0,11,5,25,1,0,0,1,0,6,24,0,4,0,0
3,6,210,2,3,2,3,106,103,117,100,2,0,-1,2,3,17,1,3,1,1
2,7,89,3,3,0,0,38,50,26,73,0,1,0,-1,-12,-47,0,3,1,0
1,4,22,2,1,0,0,11,10,19,2,0,0,1,0,1,17,0,4,1,1
2,10,140,4,5,1,2,65,74,96,136,0,1,-1,-1,-9,-40,0,1,1,0
3,6,183,1,4,3,3,92,90,140,132,1,3,-3,-2,2,8,0,2,0,1
3,6,135,1,4,3,1,72,62,132,71,2,0,-3,2,10,61,0,2,0,0
2,9,110,3,5,0,2,59,50,91,50,1,0,-2,1,9,41,0,1,1,0
1,7,32,4,2,1,1,19,12,48,17,0,0,2,0,7,31,0,2,1,1
2,5,68,2,2,3,3,27,40,38,91,0,1,0,-1,-13,-53,0,4,0,0
1,4,28,0,3,3,0,12,15,10,31,0,0,-3,0,-3,-21,0,3,0,1
3,10,154,4,5,0,0,72,81,110,149,1,1,-1,0,-9,-39,0,1,0,0
2,1,76,0,0,0,1,33,42,57,85,0,1,0,-1,-9,-28,0,6,1,1
2,5,77,0,4,3,2,27,49,11,109,0,1,-4,-1,-22,-98,0,2,1,1
2,2,86,0,1,1,2,40,45,51,71,0,1,-1,-1,-5,-20,0,5,0,1
2,4,86,3,0,2,1,47,38,88,35,1,0,3,1,9,53,0,3,0,0
1,10,48,4,5,3,1,22,25,34,50,0,0,-1,0,-3,-16,0,1,0,1
4,1,179,0,0,1,0,93,85,179,131,2,1,0,1,8,48,0,6,1,1
1,4,24,0,3,1,1,7,16,9,36,0,0,-3,0,-9,-27,0,3,1,0
2,9,119,4,4,2,0,62,56,106,74,1,0,0,1,6,32,0,2,0,1
3,4,208,1,2,1,1,107,100,142,111,2,0,-1,2,7,31,0,4,1,0
3,3,158,0,2,0,0,69,88,81,164,0,2,-2,-2,-19,-83,0,4,1,1
2,5,92,1,3,2,3,40,51,4,74,0,1,-2,-1,-11,-70,1,3,1,1
2,7,112,1,5,0,2,49,62,44,109,0,1,-4,-1,-13,-65,0,1,1,1
3,6,166,2,3,0,0,88,77,154,88,2,0,-1,2,11,66,0,3,0,1
2,7,80,5,1,1,1,51,28,109,1,1,0,4,1,23,108,0,1,0,1
1,4,27,1,2,3,1,13,13,13,13,0,0,-1,0,0,0,0,4,0,1
1,6,39,2,3,1,0,18,20,25,31,0,0,-1,0,-2,-6,0,3,0,1
1,1,5,0,0,2,2,2,2,1,2,0,0,0,0,0,-1,0,6,0,0
1,10,53,5,4,1,2,26,26,52,47,0,0,1,0,0,5,0,1,0,0
1,13,71,6,6,1,4,33,37,49,63,0,0,0,0,-4,-14,1,0,1,0
2,4,90,2,1,2,0,43,46,48,65,0,1,1,-1,-3,-17,0,4,0,1
2,4,103,0,3,0,3,43,59,35,114,0,1,-3,-1,-16,-79,1,3,1,1
4,5,197,2,2,2,1,90,106,144,243,1,2,0,-1,-16,-99,0,4,1,0
2,7,119,4,2,0,0,63,55,91,66,0,1,2,-1,8,25,0,2,1,1
2,1,83,0,0,1,2,42,40,73,51,1,0,0,1,2,22,0,6,0,1
2,5,120,1,3,0,2,57,62,88,94,1,0,-2,1,-5,-6,0,3,1,0
2,2,79,1,0,0,0,44,34,88,29,1,0,1,1,10,59,0,5,1,1
2,5,79,2,2,1,1,36,42,43,74,0,1,0,-1,-6,-31,0,4,1,1
1,4,26,2,1,3,4,13,12,18,6,0,0,1,0,1,12,1,4,0,0
2,9,105,4,4,0,0,50,54,51,83,0,1,0,-1,-4,-32,0,2,0,0
1,2,9,0,1,0,0,3,5,1,10,0,0,-1,0,-2,-9,0,5,0,0
4,7,211,5,1,3,0,124,86,229,69,2,1,4,1,38,160,0,1,1,1
4,8,204,3,4,1,2,103,100,163,127,2,1,-1,1,3,36,0,2,1,0
